gene_id	baseMean_RNA	baseMean_Ribo	log2FoldChange_RNA	padj_RNA	log2FoldChange_Ribo	padj_Ribo	log2FoldChange_RiboRNA	padj_RiboRNA	symb	gene_name	width_gene	biotype	gene_biotype	tx_type	TPM_RNA	TPM_Ribo	TPM_ratio	keep	experiment
ENSG00000002822.15	440.446327603116	53.9718940306918	-0.120480758159999	0.862450900572576	-0.199601929532112	0.99968939864732	-0.06059632423457	NA	MAD1L1	MAD1L1	417451	other	protein_coding	mixed_ns	24.1207648868042	25.5628411577381	1.05978567751484	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000002834.18	641.424771038884	272.576496742077	-0.0727930192531571	0.930765979052426	-0.0344944194385452	0.99968939864732	0.0465157573864674	0.900806342461777	LASP1	LASP1	51912	other	protein_coding	mixed_ns	72.8042008530278	267.5731288024	3.67524298965328	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000002919.14	183.828360984133	19.8216316521238	-0.102676507447755	NA	0.307661015991159	0.99968939864732	0.411621197850155	NA	SNX11	SNX11	19718	other	protein_coding	mixed_ns	18.3216366195618	17.0857690562296	0.932546006178688	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000003056.8	968.847074406029	62.522030809929	0.0911809001768123	0.862450900572576	-0.0589572428786684	0.99968939864732	-0.13461371621784	0.801344748549268	M6PR	M6PR	9401	other	protein_coding	mixed_ns	78.9299212703702	44.0517223963973	0.558111824861709	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000003096.14	44.1049144927729	8.364984762685	0.00523678045259342	NA	-0.0724011754167396	0.99968939864732	-0.0879914017745279	NA	KLHL13	KLHL13	219528	other	protein_coding	mixed_ns	3.0202491709308	4.9540949241742	1.64029344726131	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000003137.8	166.742561428458	21.5010351218452	-0.0773303772289147	NA	-0.189942204463674	0.99968939864732	-0.0955175800957163	NA	CYP26B1	CYP26B1	18801	other	protein_coding	mixed_ns	11.9094863008037	13.2815667516725	1.11520903725093	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000003249.13	167.014770816091	30.6679163768622	0.0721534277279898	NA	-0.122962039063503	0.99968939864732	-0.152666667710653	NA	DBNDD1	DBNDD1	15264	other	protein_coding	mixed_ns	19.2967964122158	30.644884126873	1.58808143446408	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000003393.15	833.236653032109	39.6585618672041	-0.0532368868656038	0.943064732075161	0.0631915770033398	0.99968939864732	0.11375723966996	NA	ALS2	ALS2	80690	other	protein_coding	mixed_ns	20.33067227767	8.36881014544362	0.411634698112538	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000003402.20	318.866098892665	21.7997441174658	-0.169198874388088	0.834466632679884	-0.194222381781041	0.99968939864732	-0.0411339976953012	NA	CFLAR	CFLAR	60534	other	protein_coding	mixed_ns	15.5580775145352	9.19903684929009	0.591270794267211	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000003436.16	371.96021128915	44.8173929021579	0.145292269897704	0.855247885877509	-0.2680108376584	0.99968939864732	-0.385841722257458	NA	TFPI	TFPI	101531	other	protein_coding	mixed_ns	40.8653875728967	42.5842601175598	1.0420618192253	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000003509.16	196.616676832711	9.10050376585684	-0.141628088139607	NA	0.0203829186293761	0.99968939864732	0.191196018050302	NA	NDUFAF7	NDUFAF7	21773	other	protein_coding	mixed_ns	14.194296994567	5.68201466610974	0.400302647484731	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000003756.17	1244.30262652595	119.504830911555	-0.0720943264454695	0.895462006073828	0.0305946358306696	0.99968939864732	0.118139535186608	0.770693139557558	RBM5	RBM5	30103	other	protein_coding	mixed_ns	64.8156139830557	53.8371998375556	0.830620841632849	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000003989.17	119.271155025574	11.1801669387722	0.310380190548697	NA	-0.883362326809045	0.99968939864732	-1.17813150717352	NA	SLC7A2	SLC7A2	73486	other	protein_coding	mixed_ns	7.21368817665886	5.84808409135745	0.810692664853458	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004059.11	1278.44839471304	309.572796112245	0.0730022035841963	0.891742788366482	0.00219700354643875	0.99968939864732	-0.0712147495895547	0.839395349457789	ARF5	ARF5	3315	other	protein_coding	mixed_ns	310.572344484015	650.407811168134	2.09422320666936	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004142.12	960.646649457575	107.895655591768	-0.0543172961379716	0.938267663625731	0.153695389429843	0.99968939864732	0.21548996097514	0.543373336464688	POLDIP2	POLDIP2	10895	other	protein_coding	mixed_ns	134.425436533853	130.576529468441	0.971367717564056	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004399.12	758.410284617025	24.6969440844503	0.213669424679035	0.572419817351077	0.162201436635488	0.99968939864732	-0.0527419696740615	NA	PLXND1	PLXND1	51644	other	protein_coding	mixed_ns	19.0029686723575	5.35184882503227	0.28163225006087	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004455.17	748.645491789519	73.6900689204833	-0.0130926821534522	0.986460335511076	0.231252523454538	0.99968939864732	0.248289893690716	0.560067397346889	AK2	AK2	73057	other	protein_coding	mixed_ns	103.767939323972	88.3363237731321	0.851287250653972	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004478.8	2273.83799503894	304.917074592042	0.0136148116796758	0.985298899293886	-0.137209962992021	0.99968939864732	-0.136288584633632	0.556176018107813	FKBP4	FKBP4	10454	other	protein_coding	mixed_ns	195.739663945425	227.00971522645	1.15975326947401	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004487.16	2472.2656599065	286.691543696499	0.0740326784125094	0.862450900572576	0.207591549247697	0.99968939864732	0.138366708314152	0.629652338768764	KDM1A	KDM1A	64247	other	protein_coding	mixed_ns	121.547029671687	121.901058563312	1.00291269060693	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004534.15	1204.50949998023	56.5111709458809	0.0817961257114544	0.880665281216864	-0.261563241758132	0.99968939864732	-0.305929933535927	0.529992827170357	RBM6	RBM6	160039	other	protein_coding	mixed_ns	38.2192115063848	15.5077638763774	0.40575834155518	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004660.15	176.727865653766	19.4373988209875	0.0991212572595611	NA	0.381625950856467	0.99968939864732	0.276269565189112	NA	CAMKK1	CAMKK1	34577	other	protein_coding	mixed_ns	13.0509604530417	12.4142065523017	0.95121018847378	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004700.16	644.277563641948	54.5502768194724	-0.1113439133994	0.856543871470502	-0.10880841889711	0.99968939864732	0.0191280832479824	NA	RECQL	RECQL	32760	other	protein_coding	mixed_ns	43.8582576132128	32.1157970963842	0.732263405893008	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004766.17	476.760362006503	25.2946495225155	0.00293096237850404	0.995561853177062	-0.0421023791589838	0.99968939864732	-0.0202122368464408	NA	VPS50	VPS50	128784	other	protein_coding	mixed_ns	19.5588336215109	8.97459497611195	0.458851235701584	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004777.18	128.472416173094	13.1042555147172	-0.0834742239041899	NA	0.0782466629375222	0.99968939864732	0.160929476917929	NA	ARHGAP33	ARHGAP33	14291	other	protein_coding	mixed_ns	3.65067487693599	3.2204680728606	0.882156911097911	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004779.10	735.522297820093	191.20364551437	-0.171047597804312	0.689583831777705	0.0471360891713841	0.99968939864732	0.218060458283356	0.512273416849413	NDUFAB1	NDUFAB1	15303	other	protein_coding	mixed_ns	147.161114949713	330.854293532709	2.24824535778875	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004864.13	256.99470324845	16.0787952331342	-0.12671054346059	0.898465260896035	-0.485301857834446	0.99968939864732	-0.375265783874251	NA	SLC25A13	SLC25A13	201928	other	protein_coding	mixed_ns	19.4694650576479	10.5348105783082	0.541093992419169	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004866.20	357.456968519439	21.2983707419615	-0.0318675709790267	0.982894758995537	0.37593258329101	0.99968939864732	0.396628837173574	NA	ST7	ST7	276866	other	protein_coding	mixed_ns	16.7459967400514	8.62932840416716	0.515306943989091	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004897.12	1523.75767117394	111.894997850142	0.025103946490997	0.973817799834293	-0.168170333666212	0.99968939864732	-0.178489905274853	0.645710335882157	CDC27	CDC27	71720	other	protein_coding	mixed_ns	64.9945627154511	41.2776698945229	0.635094201267855	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004961.15	256.409508744834	41.3355511626152	-0.0909534848148231	0.942585990938441	-0.0289018955800123	0.99968939864732	0.0619098844838005	NA	HCCS	HCCS	11786	other	protein_coding	mixed_ns	51.1745106707292	71.3488019438593	1.39422538698879	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000004975.12	1226.30709512171	80.3916109932725	0.156966333108493	0.599504006472443	0.191666252866315	0.99968939864732	0.0535177223510967	0.918938331182013	DVL2	DVL2	9176	other	protein_coding	mixed_ns	71.8746295594178	40.7502699684306	0.566963199924987	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005001.10	314.612656412239	88.2595124487494	0.319184758969896	0.548534599553055	0.585587961629408	0.99968939864732	0.282913446459711	NA	PRSS22	PRSS22	5441	other	protein_coding	mixed_ns	36.2721158859055	88.0038363727684	2.42621182203944	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005007.12	1279.73261397067	297.008314646181	-0.218800411736373	0.433400313451284	-0.0300343726321699	0.99968939864732	0.196393277358583	0.518624211247694	UPF1	UPF1	36299	other	protein_coding	mixed_ns	59.3140441220311	119.055725378213	2.00720971129992	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005020.13	439.734245610946	72.2414114706524	0.336362661144225	0.402857002232012	-0.194528493843505	0.99968939864732	-0.51276031428878	NA	SKAP2	SKAP2	328172	other	protein_coding	mixed_ns	62.0722876224637	88.1935989242469	1.42082082523941	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005022.6	2731.20459456476	365.823443721346	0.055833928284072	0.917965786198714	-0.03046878635857	0.99968939864732	-0.080069914974851	0.812793926126873	SLC25A5	SLC25A5	2975	other	protein_coding	mixed_ns	490.405009732538	568.08795034275	1.15840568319761	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005059.16	468.858894722289	15.5582327521288	-0.0278773517399013	0.984164602096366	-0.39146959979643	0.99968939864732	-0.338314570957602	NA	MCUB	MCUB	128511	other	protein_coding	mixed_ns	74.6937236581874	21.4360911770097	0.28698651141166	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005073.5	54.7048808253017	17.0509687980862	-0.497972716485301	NA	0.168597457814852	0.99968939864732	0.631814756801727	NA	HOXA11	HOXA11	3714	other	protein_coding	mixed_ns	5.64799865542449	15.225127851193	2.69566775420005	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005100.13	324.426386263137	82.1069916475814	-0.164317874134094	0.848243150161395	0.0782573041758489	0.99968939864732	0.242166058119663	NA	DHX33	DHX33	28066	other	protein_coding	mixed_ns	20.2216582504941	44.2612951367506	2.18880640689638	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005156.12	462.697426440879	49.9315365618092	0.0516201059552477	0.959514020182474	0.181094825297342	0.99968939864732	0.137862272675339	NA	LIG3	LIG3	29232	other	protein_coding	mixed_ns	15.9441540801244	14.8806776802942	0.933299917042583	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005175.10	507.349845084384	56.32289011845	-0.116813063107888	0.864424489474104	0.0213354516835771	0.99968939864732	0.162991269611525	NA	RPAP3	RPAP3	44782	other	protein_coding	mixed_ns	39.5521705411078	37.9744158173474	0.960109528701576	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005189.19	276.592756057381	12.3105197017425	-0.244262227064908	0.708595241606538	0.606117140847045	0.99968939864732	0.861651037698581	NA	REXO5	REXO5	43240	other	protein_coding	mixed_ns	15.0552836879711	5.79519307002732	0.384927523794028	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005194.15	402.87619670423	36.6707354730962	-0.0218004793981498	0.985298899293886	-0.40489749722895	0.99968939864732	-0.379187991531972	NA	CIAPIN1	CIAPIN1	19234	other	protein_coding	mixed_ns	48.7147513839993	38.3488091604964	0.787211431260479	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005206.17	166.033010297754	43.0129821732792	-0.154885304956427	NA	0.356755417949107	0.99968939864732	0.499583836864499	NA	SPPL2B	SPPL2B	26481	other	protein_coding	mixed_ns	10.7223776580111	24.0236831820114	2.24051828318717	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005249.13	190.135095998639	10.4378659864395	0.195785889662216	NA	-0.930482219640925	0.99968939864732	-1.07251062661389	NA	PRKAR2B	PRKAR2B	117107	other	protein_coding	mixed_ns	24.3624026863417	11.5667919967399	0.474780428911662	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005339.14	1625.3010152	169.490426140548	-0.168940165257169	0.637714319006709	0.19324879572659	0.99968939864732	0.367290239320671	0.251492619683486	CREBBP	CREBBP	155673	other	protein_coding	mixed_ns	30.7788646216787	27.759225227771	0.901892437195982	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005436.14	463.306440456123	28.0318663672702	-0.00363028687765474	0.9950470654123	0.16288287447408	0.99968939864732	0.182859436323758	NA	GCFC2	GCFC2	58986	other	protein_coding	mixed_ns	24.1257889395838	12.6243370519521	0.523271470357557	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005448.16	357.174914137163	68.4083754102722	0.0845557974246352	0.943064732075161	-0.0712321441507298	0.99968939864732	-0.156662488101424	NA	WDR54	WDR54	4078	other	protein_coding	mixed_ns	46.9610682019456	77.78747510138	1.6564247381868	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005483.21	1127.63020599546	40.2949792706078	-0.0375939441968398	0.965850943379334	-0.677182505966361	0.99968939864732	-0.631764453715219	0.213133585168954	KMT2E	KMT2E	100830	other	protein_coding	mixed_ns	23.8908687470134	7.38345374246308	0.30904919451228	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005486.17	1136.72654215562	47.9213878998834	0.0878016772574033	0.859870506482886	-0.451249436014988	0.99968939864732	-0.5327834609906	0.243216687219528	RHBDD2	RHBDD2	46325	other	protein_coding	mixed_ns	138.699589677099	50.5698823594384	0.364600086252368	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005700.15	1401.29687344967	33.3435013904375	-0.0132036739095761	0.985813652079152	-0.123504215039495	0.99968939864732	-0.0922253008234882	0.905269713290167	IBTK	IBTK	77769	other	protein_coding	mixed_ns	50.9126295836227	10.4773139746154	0.205790077242163	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005801.18	404.627390424343	18.2999151168924	-0.0549568932690858	0.957789731337474	0.615020502887426	0.99968939864732	0.676618803722354	NA	ZNF195	ZNF195	39962	other	protein_coding	mixed_ns	17.6469265147099	6.90249744523814	0.391144454502287	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005810.18	1569.74459114468	65.2952663428884	0.0607406702767392	0.902794306710612	-0.336695001179025	0.99968939864732	-0.399438431472696	0.316601780190977	MYCBP2	MYCBP2	282438	other	protein_coding	mixed_ns	17.0448469253137	6.13181703941906	0.359746090198825	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005812.11	608.864057699483	34.0289606889297	-0.0483685570655656	0.955915631480601	-0.110927266535749	0.99968939864732	-0.0217101828630907	NA	FBXL3	FBXL3	34598	other	protein_coding	mixed_ns	57.180680564574	27.6389186520415	0.483361134899907	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005882.12	278.535718363901	71.3821889592923	0.189850203734015	0.846585619924845	0.0572966680692228	0.99968939864732	-0.126445794333239	NA	PDK2	PDK2	17416	other	protein_coding	mixed_ns	28.5378637668343	63.2519336716313	2.21642145986906	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005884.18	5130.69936640545	714.060821505144	0.123688744031969	0.468905719782122	0.244153354542899	0.965458289458838	0.123904687769709	0.429586441900712	ITGA3	ITGA3	34514	other	protein_coding	mixed_ns	212.377470482165	255.629200272498	1.2036549813506	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005889.15	686.030203642994	28.583281341446	-0.0361600700288555	0.969288724742024	0.46458250579796	0.99968939864732	0.52876309262103	NA	ZFX	ZFX	67083	other	protein_coding	mixed_ns	36.478508257532	13.1446581995707	0.360339795332956	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000005893.15	593.877436022153	170.698531146363	-0.00848324472782669	0.989176143709344	0.0631020795707978	0.99968939864732	0.0801104170216067	0.83436187381214	LAMP2	LAMP2	41539	other	protein_coding	mixed_ns	59.2266822301153	147.229129502792	2.48585812946195	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006007.12	875.250856925617	29.0340956237944	0.0897602287301759	0.878534515212797	0.14358872830087	0.99968939864732	0.086561477335799	NA	GDE1	GDE1	20431	other	protein_coding	mixed_ns	91.0656716470286	26.1260547985227	0.286892462615194	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006015.17	101.573915323893	79.6610418232575	-0.174138395433212	NA	0.57655274737648	0.99968939864732	0.753944510992404	NA	REX1BD	REX1BD	3652	other	protein_coding	mixed_ns	17.5721790208611	119.188070139784	6.78277122025038	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006016.11	223.398548229508	39.1763723972271	0.383278899883317	0.499919714302836	-0.108512465204135	0.99968939864732	-0.475032731651016	NA	CRLF1	CRLF1	35522	other	protein_coding	mixed_ns	22.0607103342994	33.4585214373517	1.51665657770463	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006025.12	205.901538936721	27.9696514365075	-0.217501524372242	NA	-0.300888553748226	0.99968939864732	-0.0616104959430122	NA	OSBPL7	OSBPL7	14463	other	protein_coding	mixed_ns	12.0988380593781	14.2139409056788	1.17481867563814	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006042.12	236.821988632343	18.8375871358031	0.00869310973194255	0.993474906041197	0.462377241227985	0.99968939864732	0.452090497719181	NA	TMEM98	TMEM98	17197	other	protein_coding	mixed_ns	35.0579272135662	24.1175321307508	0.687933772690879	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006062.17	190.463383108525	24.8212924207423	-0.37138002149714	NA	-0.547361258348841	0.99968939864732	-0.179321755379858	NA	MAP3K14	MAP3K14	53911	other	protein_coding	mixed_ns	10.6441411372472	11.9968409593778	1.12708398025625	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006118.14	634.316034248458	88.6168623293784	0.125828537063794	0.848243150161395	0.262976202153347	0.99968939864732	0.145102579450247	0.770232540571279	TMEM132A	TMEM132A	12697	other	protein_coding	mixed_ns	24.0103909741998	29.0103715695499	1.20824236476294	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006125.18	1524.38180282982	275.676214241897	-0.0982572467039596	0.859870506482886	-0.100566362233831	0.99968939864732	0.00382375187707318	0.993118357355087	AP2B1	AP2B1	148368	other	protein_coding	mixed_ns	64.5256222630005	100.920901655415	1.56404383430927	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006194.10	473.728029467258	14.8405827798623	0.0201755975132892	0.985298899293886	-0.325358656400758	0.99968939864732	-0.292725764398985	NA	ZNF263	ZNF263	37602	other	protein_coding	mixed_ns	17.7937470226599	4.82095042982761	0.270935088808909	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006282.21	1060.51871222873	43.6762141036345	0.0680048098619397	0.902794306710612	0.0223288703691444	0.99968939864732	-0.0843397431573928	0.900517641810929	SPATA20	SPATA20	12795	other	protein_coding	mixed_ns	50.7304046127111	18.0691763629001	0.356180410955616	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006327.13	1858.56457622461	396.180310636921	-0.144544342474434	0.679674441466089	0.142717321527782	0.99968939864732	0.292635875685957	0.323978720666976	TNFRSF12A	TNFRSF12A	3939	other	protein_coding	mixed_ns	243.96425503114	449.764126019727	1.84356567302172	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006432.15	279.148452655076	12.8792655076063	0.0712389092591959	0.955915631480601	0.197325618504641	0.99968939864732	0.117267748256092	NA	MAP3K9	MAP3K9	87009	other	protein_coding	mixed_ns	12.0278785597119	4.79941479784486	0.399024214787201	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006451.8	238.749626815087	21.1354667614096	0.0953132253179677	0.942585990938441	-0.875593052179214	0.99968939864732	-0.937806756704898	NA	RALA	RALA	84556	other	protein_coding	mixed_ns	41.7972761771578	32.0007754919693	0.765618681857017	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006453.14	1319.52775092196	144.647894358005	0.0621090803811946	0.902410786738794	-0.14863737843439	0.99968939864732	-0.198948733315307	0.534350079072237	BAIAP2L1	BAIAP2L1	109441	other	protein_coding	mixed_ns	138.363143198707	131.176907215428	0.948062498313165	TRUE	IAA3XR326H_vs_IAA3XWT
ENSG00000006459.11	175.116881660336	9.28464364239672	0.147140833727465	NA	-0.376584193099074	0.99968939864732	-0.504698475884056	NA	KDM7A	KDM7A	92238	other	protein_coding	mixed_ns	9.6856718519019	4.44130251636628	0.458543566649347	TRUE	IAA3XR326H_vs_IAA3XWT
